łlp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;3278
2164;Pruska;Bargłów Kościelny;powiat augustowski;201;;;;
2165;Pruszanka Mała;Nowe Piekuty;powiat wysokomazowiecki;29;;;;
2166;Pruszanka Stara;Brańsk;powiat bielski;82;;;;
2167;Pruszanka-Baranki;Brańsk;powiat bielski;57;;;;
2168;Pruszki Wielkie;Rutki;powiat zambrowski;136;;;;
2169;Przebród;Suwałki;powiat suwalski;289;;;;
2170;Przechody;Gródek;powiat białostocki;32;;;;
2171;Przechody;Grajewo;powiat grajewski;115;;;;
2172;Przejma Mała;Szypliszki;powiat suwalski;41;;;;
2173;Przejma Wielka;Szypliszki;powiat suwalski;83;;;;
2174;Przejma Wysoka;Szypliszki;powiat suwalski;90;;;;
2175;Przełomka;Przerośl;powiat suwalski;50;;;;
2176;Przerośl;Przerośl;powiat suwalski;812;;;;
2177;Przesławka;Korycin;powiat sokólski;31;;;;
2178;Przestrzele;Jedwabne;powiat łomżyński;66;;;;
2179;Przestrzele;Rajgród;powiat grajewski;29;;;;
2180;Przeździecko-Drogoszewo;Zambrów;powiat zambrowski;117;;;;
2181;Przeździecko-Mroczki;Zambrów;powiat zambrowski;113;;;;
2182;Przyborowo;Grabowo;powiat kolneński;94;;;;
2183;Przybudki;Narew;powiat hajnowski;57;;;;
2184;Przybyszyn;Ciechanowiec;powiat wysokomazowiecki;152;;;;
2185;Przystajne;Przerośl;powiat suwalski;29;;;;
2186;Przystawańce;Puńsk;powiat sejneński;96;;;;
2187;Przystawka;Janów;powiat sokólski;232;;;;
2188;Przytulanka;Mońki;powiat moniecki;311;;;;
2189;Przytuły-Kolonia;Przytuły;powiat łomżyński;94;;;;
2190;Przytuły-Las;Przytuły;powiat łomżyński;60;;;;
2191;Przytuły;Przytuły;powiat łomżyński;184;;;;
2192;Pstrągi-Gniewoty;Zambrów;powiat zambrowski;6;;;;
2193;Pszczółczyn;Kobylin-Borzymy;powiat wysokomazowiecki;213;;;;
2194;Ptaki;Nowogród;powiat łomżyński;1;;;;
2195;Ptaki;Turośl;powiat kolneński;184;;;;
2196;Puchały Nowe;Brańsk;powiat bielski;46;;;;
2197;Puchały Stare;Brańsk;powiat bielski;96;;;;
2198;Puchały;Łomża;powiat łomżyński;83;;;;
2199;Puchły;Narew;powiat hajnowski;42;;;;
2200;Puciłki;Sokółka;powiat sokólski;86;;;;
2201;Puciska;Hajnówka;powiat hajnowski;53;;;;
2202;Pulsze;Wyszki;powiat bielski;251;;;;
2203;Pułazie-Świerże;Szepietowo;powiat wysokomazowiecki;174;;;;
2204;Puńsk;Puńsk;powiat sejneński;1351;;;;
2205;Pupki;Turośl;powiat kolneński;119;;;;
2206;Putkowice Nadolne;Drohiczyn;powiat siemiatycki;128;;;;
2207;Putkowice Nagórne;Drohiczyn;powiat siemiatycki;80;;;;
2208;Pyzy;Mońki;powiat moniecki;27;;;;
2209;Rabalina;Raczki;powiat suwalski;52;;;;
2210;Racewo;Sidra;powiat sokólski;240;;;;
2211;Rachelany;Sejny;powiat sejneński;41;;;;
2212;Racibory;Radziłów;powiat grajewski;80;;;;
2213;Raczki;Raczki;powiat suwalski;2201;;;;
2214;Radule;Tykocin;powiat białostocki;198;;;;
2215;Radunin;Gródek;powiat białostocki;35;;;;
2216;Radwany-Zaorze;Szumowo;powiat zambrowski;114;;;;
2217;Radzie;Jaświły;powiat moniecki;94;;;;
2218;Radziłów;Radziłów;powiat grajewski;1022;;;;
2219;Radziszewo Stare;Ciechanowiec;powiat wysokomazowiecki;40;;;;
2220;Radziszewo-Króle;Ciechanowiec;powiat wysokomazowiecki;145;;;;
2221;Radziszewo-Sieńczuch;Ciechanowiec;powiat wysokomazowiecki;146;;;;
2222;Radziszewo-Sobiechowo;Ciechanowiec;powiat wysokomazowiecki;61;;;;
2223;Radziucie;Sejny;powiat sejneński;122;;;;
2224;Radziuszki;Sejny;powiat sejneński;118;;;;
2225;Radziwiłłówka;Mielnik;powiat siemiatycki;85;;;;
2226;Radźki;Narew;powiat hajnowski;12;;;;
2227;Rafałówka;Zabłudów;powiat białostocki;490;;;;
2228;Rajki;Bielsk Podlaski;powiat bielski;50;;;;
2229;Rajsk;Bielsk Podlaski;powiat bielski;117;;;;
2230;Rakowicze;Czyże;powiat hajnowski;52;;;;
2231;Rakowicze;Lipsk;powiat augustowski;125;;;;
2232;Rakowo-Boginie;Piątnica;powiat łomżyński;171;;;;
2233;Rakowo-Czachy;Piątnica;powiat łomżyński;164;;;;
2234;Rakowo;Szczuczyn;powiat grajewski;78;;;;
2235;Rakówek;Przerośl;powiat suwalski;138;;;;
2236;Ramoty;Stawiski;powiat kolneński;103;;;;
2237;Ratowo-Piotrowo;Śniadowo;powiat łomżyński;167;;;;
2238;Reduty;Orla;powiat bielski;84;;;;
2239;Rejsztokiemie;Puńsk;powiat sejneński;97;;;;
2240;Rekle;Krypno;powiat moniecki;50;;;;
2241;Remieńkiń;Krasnopol;powiat sejneński;175;;;;
2242;Repczyce;Kleszczele;powiat hajnowski;33;;;;
2243;Reszki;Bargłów Kościelny;powiat augustowski;144;;;;
2244;Reszkowce;Dąbrowa Białostocka;powiat sokólski;223;;;;
2245;Rębiszewo-Studzianki;Wysokie Mazowieckie;powiat wysokomazowiecki;91;;;;
2246;Rębiszewo-Zegadły;Kołaki Kościelne;powiat zambrowski;63;;;;
2247;Rogacze;Milejczyce;powiat siemiatycki;95;;;;
2248;Rogale;Stawiski;powiat kolneński;78;;;;
2249;Rogawka;Siemiatycze;powiat siemiatycki;212;;;;
2250;Rogienice Piaseczne;Mały Płock;powiat kolneński;72;;;;
2251;Rogienice Wielkie;Mały Płock;powiat kolneński;439;;;;
2252;Rogienice-Wypychy;Mały Płock;powiat kolneński;26;;;;
2253;Rogowo-Majątek;Choroszcz;powiat białostocki;1;;;;
2254;Rogowo;Choroszcz;powiat białostocki;327;;;;
2255;Rogożajny Małe;Wiżajny;powiat suwalski;28;;;;
2256;Rogożajny Wielkie;Wiżajny;powiat suwalski;90;;;;
2257;Rogożynek;Lipsk;powiat augustowski;24;;;;
2258;Rogówek;Choroszcz;powiat białostocki;90;;;;
2259;Romaniuki;Szypliszki;powiat suwalski;22;;;;
2260;Romanowce;Krasnopol;powiat sejneński;141;;;;
2261;Romanowo;Michałowo;powiat białostocki;2;;;;
2262;Romanówka;Sidra;powiat sokólski;64;;;;
2263;Romanówka;Siemiatycze;powiat siemiatycki;221;;;;
2264;Romanówka;Przerośl;powiat suwalski;25;;;;
2265;Romany;Stawiski;powiat kolneński;128;;;;
2266;Romejki;Jaświły;powiat moniecki;103;;;;
2267;Rosochate Kościelne;Czyżew;powiat wysokomazowiecki;358;;;;
2268;Rosochate Nartołty;Czyżew;powiat wysokomazowiecki;48;;;;
2269;Rosochate;Grabowo;powiat kolneński;19;;;;
2270;Rosochaty Róg;Krasnopol;powiat sejneński;78;;;;
2271;Rospuda;Filipów;powiat suwalski;52;;;;
2272;Rostki;Jedwabne;powiat łomżyński;50;;;;
2273;Rostki;Stawiski;powiat kolneński;151;;;;
2274;Rostołty;Juchnowiec Kościelny;powiat białostocki;136;;;;
2275;Roszki Leśne;Sokoły;powiat wysokomazowiecki;29;;;;
2276;Roszki-Chrzczony;Sokoły;powiat wysokomazowiecki;34;;;;
2277;Roszki-Sączki;Sokoły;powiat wysokomazowiecki;37;;;;
2278;Roszki-Włodki;Łapy;powiat białostocki;62;;;;
2279;Roszki-Wodźki;Łapy;powiat białostocki;133;;;;
2280;Roszki-Ziemaki;Sokoły;powiat wysokomazowiecki;100;;;;
2281;Rotki;Drohiczyn;powiat siemiatycki;49;;;;
2282;Rowek;Szudziałowo;powiat sokólski;1;;;;
2283;Rowele;Rutka-Tartak;powiat suwalski;122;;;;
2284;Różanystok;Dąbrowa Białostocka;powiat sokólski;267;;;;
2285;Rubcowo;Płaska;powiat augustowski;82;;;;
2286;Ruda Osowiecka;Zbójna;powiat łomżyński;36;;;;
2287;Ruda Rzeczka;Czarna Białostocka;powiat białostocki;145;;;;
2288;Ruda-Skroda;Mały Płock;powiat kolneński;117;;;;
2289;Ruda;Krypno;powiat moniecki;587;;;;
2290;Ruda;Grajewo;powiat grajewski;410;;;;
2291;Rudaki;Krynki;powiat sokólski;6;;;;
2292;Rudawka;Janów;powiat sokólski;111;;;;
2293;Rudawka;Krasnopol;powiat sejneński;30;;;;
2294;Rudawka;Płaska;powiat augustowski;128;;;;
2295;Rudka-Skroda;Mały Płock;powiat kolneński;81;;;;
2296;Rudka;Korycin;powiat sokólski;60;;;;
2297;Rudka;Rudka;powiat bielski;1047;;;;
2298;Rudnia;Michałowo;powiat białostocki;1;;;;
2299;Rudnica;Zabłudów;powiat białostocki;1;;;;
2300;Rudniki;Zawady;powiat białostocki;125;;;;
2301;Rudniki;Raczki;powiat suwalski;166;;;;
2302;Rumejki;Juchnowiec Kościelny;powiat białostocki;187;;;;
2303;Rumiejki;Bargłów Kościelny;powiat augustowski;71;;;;
2304;Runice;Drohiczyn;powiat siemiatycki;66;;;;
2305;Rupin;Kolno;powiat kolneński;154;;;;
2306;Rusaki;Mońki;powiat moniecki;29;;;;
2307;Ruszczany;Choroszcz;powiat białostocki;156;;;;
2308;Ruś;Wizna;powiat łomżyński;67;;;;
2309;Rutka-Tartak;Rutka-Tartak;powiat suwalski;424;;;;
2310;Rutka;Dubicze Cerkiewne;powiat hajnowski;32;;;;
2311;Rutka;Jeleniewo;powiat suwalski;36;;;;
2312;Rutki Nowe;Augustów;powiat augustowski;330;;;;
2313;Rutki Stare;Augustów;powiat augustowski;212;;;;
2314;Rutki-Jatki;Rutki;powiat zambrowski;19;;;;
2315;Rutki-Kossaki;Rutki;powiat zambrowski;1210;;;;
2316;Rutki-Nowiny;Rutki;powiat zambrowski;42;;;;
2317;Rutki;Wizna;powiat łomżyński;121;;;;
2318;Rutkowskie Duże;Jaświły;powiat moniecki;230;;;;
2319;Rutkowskie Małe;Jaświły;powiat moniecki;27;;;;
2320;Rutkowskie;Wizna;powiat łomżyński;134;;;;
2321;Rutkowszczyzna;Suchowola;powiat sokólski;116;;;;
2322;Rybaki;Dobrzyniewo Duże;powiat białostocki;21;;;;
2323;Rybaki;Michałowo;powiat białostocki;27;;;;
2324;Rybaki;Mońki;powiat moniecki;122;;;;
2325;Rybaki;Narew;powiat hajnowski;45;;;;
2326;Rybaki;Miastkowo;powiat łomżyński;126;;;;
2327;Rybalnia;Szypliszki;powiat suwalski;33;;;;
2328;Rybałty;Grodzisk;powiat siemiatycki;36;;;;
2329;Rybczyzna;Rajgród;powiat grajewski;64;;;;
2330;Rybniki;Wasilków;powiat białostocki;266;;;;
2331;Rybno;Łomża;powiat łomżyński;30;;;;
2332;Ryboły;Zabłudów;powiat białostocki;356;;;;
2333;Rychtyn;Jeleniewo;powiat suwalski;34;;;;
2334;Rydzewo Szlacheckie;Radziłów;powiat grajewski;91;;;;
2335;Rydzewo-Gozdy;Miastkowo;powiat łomżyński;63;;;;
2336;Rydzewo-Pieniążek;Radziłów;powiat grajewski;74;;;;
2337;Rydzewo-Świątki;Kolno;powiat kolneński;114;;;;
2338;Rydzewo;Miastkowo;powiat łomżyński;555;;;;
2339;Rydzewo;Rajgród;powiat grajewski;174;;;;
2340;Rygałówka;Lipsk;powiat augustowski;52;;;;
2341;Rygol;Płaska;powiat augustowski;97;;;;
2342;Rykacze;Zambrów;powiat zambrowski;106;;;;
2343;Rykaczewo;Korycin;powiat sokólski;26;;;;
2344;Rynki;Suraż;powiat białostocki;63;;;;
2345;Rynkojeziory;Sejny;powiat sejneński;54;;;;
2346;Rynołty;Szumowo;powiat zambrowski;38;;;;
2347;Ryżówka;Krasnopol;powiat sejneński;60;;;;
2348;Rzące;Sokoły;powiat wysokomazowiecki;79;;;;
2349;Rządkowo;Piątnica;powiat łomżyński;96;;;;
2350;Rzepiska;Hajnówka;powiat hajnowski;67;;;;
2351;Rzepiski;Augustów;powiat augustowski;81;;;;
2352;Rzepniewo;Bielsk Podlaski;powiat bielski;36;;;;
2353;Rzepniki;Zabłudów;powiat białostocki;110;;;;
2354;Rzędziany;Tykocin;powiat białostocki;298;;;;
2355;Saczkowce;Kuźnica;powiat sokólski;88;;;;
2356;Sadłowina;Bakałarzewo;powiat suwalski;72;;;;
2357;Sadowo;Dąbrowa Białostocka;powiat sokólski;99;;;;
2358;Sady;Drohiczyn;powiat siemiatycki;106;;;;
2359;Sadzawki;Szypliszki;powiat suwalski;50;;;;
2360;Saki;Bielsk Podlaski;powiat bielski;75;;;;
2361;Saki;Kleszczele;powiat hajnowski;117;;;;
2362;Saki;Narew;powiat hajnowski;22;;;;
2363;Sambory;Wizna;powiat łomżyński;64;;;;
2364;Samule;Turośl;powiat kolneński;78;;;;
2365;Samułki Duże;Wyszki;powiat bielski;108;;;;
2366;Samułki Małe;Wyszki;powiat bielski;57;;;;
2367;Sanie-Dąb;Kołaki Kościelne;powiat zambrowski;107;;;;
2368;Saniki;Tykocin;powiat białostocki;234;;;;
2369;Sankury;Puńsk;powiat sejneński;37;;;;
2370;Sanniki;Krynki;powiat sokólski;11;;;;
2371;Sapowo;Czyże;powiat hajnowski;24;;;;
2372;Sarnetki;Giby;powiat sejneński;109;;;;
2373;Sasiny;Boćki;powiat bielski;31;;;;
2374;Sasiny;Wyszki;powiat bielski;61;;;;
2375;Sasiny;Zambrów;powiat zambrowski;59;;;;
2376;Sawino;Tykocin;powiat białostocki;253;;;;
2377;Sejwy;Puńsk;powiat sejneński;66;;;;
2378;Serski Las;Płaska;powiat augustowski;149;;;;
2379;Serwatki;Nowogród;powiat łomżyński;119;;;;
2380;Serwy;Płaska;powiat augustowski;141;;;;
2381;Sędziwuje;Zambrów;powiat zambrowski;204;;;;
2382;Siderka;Sidra;powiat sokólski;125;;;;
2383;Sidorówka;Jeleniewo;powiat suwalski;86;;;;
2384;Sidory Zapolne;Jeleniewo;powiat suwalski;9;;;;
2385;Sidory;Jeleniewo;powiat suwalski;74;;;;
2386;Sidory;Raczki;powiat suwalski;113;;;;
2387;Sidra;Sidra;powiat sokólski;548;;;;
2388;Sieburczyn;Wizna;powiat łomżyński;78;;;;
2389;Siedlece;Boćki;powiat bielski;26;;;;
2390;Siekierka;Sidra;powiat sokólski;106;;;;
2391;Siekierki;Drohiczyn;powiat siemiatycki;60;;;;
2392;Siekierki;Tykocin;powiat białostocki;338;;;;
2393;Siekluki;Boćki;powiat bielski;118;;;;
2394;Sielachowskie;Wasilków;powiat białostocki;305;;;;
2395;Sielc;Boćki;powiat bielski;169;;;;
2396;Siemianówka;Narewka;powiat hajnowski;340;;;;
2397;Siemichocze;Nurzec-Stacja;powiat siemiatycki;153;;;;
2398;Siemień Nadrzeczny;Łomża;powiat łomżyński;347;;;;
2399;Siemień-Rowy;Łomża;powiat łomżyński;82;;;;
2400;Siemiony;Grodzisk;powiat siemiatycki;222;;;;
2401;Sienickie;Grajewo;powiat grajewski;9;;;;
2402;Sieniewice;Drohiczyn;powiat siemiatycki;121;;;;
2403;Sienkiewicze;Choroszcz;powiat białostocki;240;;;;
2404;Siennica-Klawy;Czyżew;powiat wysokomazowiecki;39;;;;
2405;Siennica-Lipusy;Czyżew;powiat wysokomazowiecki;42;;;;
2406;Siennica-Pietrasze;Czyżew;powiat wysokomazowiecki;21;;;;
2407;Siennica-Szymanki;Czyżew;powiat wysokomazowiecki;99;;;;
2408;Siennica-Święchy;Czyżew;powiat wysokomazowiecki;60;;;;
2409;Sierakowizna;Bielsk Podlaski;powiat bielski;54;;;;
2410;Sierbowce;Sokółka;powiat sokólski;55;;;;
2411;Sierki;Tykocin;powiat białostocki;275;;;;
2412;Sieruciowce;Nowy Dwór;powiat sokólski;136;;;;
2413;Sierzputy Młode;Łomża;powiat łomżyński;87;;;;
2414;Sierzputy Zagajne;Śniadowo;powiat łomżyński;68;;;;
2415;Sierzputy-Marki;Śniadowo;powiat łomżyński;75;;;;
2416;Siestrzanki;Jedwabne;powiat łomżyński;67;;;;
2417;Sieśki;Wyszki;powiat bielski;19;;;;
2418;Sieśki;Zabłudów;powiat białostocki;35;;;;
2419;Sikora;Grajewo;powiat grajewski;79;;;;
2420;Sikorowizna;Rutka-Tartak;powiat suwalski;61;;;;
2421;Sikory-Bartkowięta;Kobylin-Borzymy;powiat wysokomazowiecki;76;;;;
2422;Sikory-Bartyczki;Kobylin-Borzymy;powiat wysokomazowiecki;38;;;;
2423;Sikory-Janowięta;Kobylin-Borzymy;powiat wysokomazowiecki;28;;;;
2424;Sikory-Pawłowięta;Kobylin-Borzymy;powiat wysokomazowiecki;48;;;;
2425;Sikory-Piotrowięta;Kobylin-Borzymy;powiat wysokomazowiecki;51;;;;
2426;Sikory-Tomkowięta;Kobylin-Borzymy;powiat wysokomazowiecki;26;;;;
2427;Sikory-Wojciechowięta;Kobylin-Borzymy;powiat wysokomazowiecki;46;;;;
2428;Sikory;Mońki;powiat moniecki;111;;;;
2429;Simuny;Juchnowiec Kościelny;powiat białostocki;100;;;;
2430;Siółko;Lipsk;powiat augustowski;120;;;;
2431;Sitawka;Janów;powiat sokólski;111;;;;
2432;Sitkowizna;Szypliszki;powiat suwalski;41;;;;
2433;Sitkowo;Janów;powiat sokólski;107;;;;
2434;Siwiki;Zbójna;powiat łomżyński;135;;;;
2435;Siwki;Grabowo;powiat kolneński;117;;;;
2436;Skaje;Szczuczyn;powiat grajewski;168;;;;
2437;Skalimowo;Boćki;powiat bielski;36;;;;
2438;Skarkiszki;Puńsk;powiat sejneński;106;;;;
2439;Skidlewo;Janów;powiat sokólski;23;;;;
2440;Skieblewo;Lipsk;powiat augustowski;218;;;;
2441;Skindzierz;Korycin;powiat sokólski;199;;;;
2442;Skiwy Duże;Siemiatycze;powiat siemiatycki;188;;;;
2443;Skiwy Małe;Siemiatycze;powiat siemiatycki;1;;;;
2444;Skłody Borowe;Nowe Piekuty;powiat wysokomazowiecki;99;;;;
2445;Skłody-Przyrusy;Nowe Piekuty;powiat wysokomazowiecki;56;;;;
2446;Skórzec;Ciechanowiec;powiat wysokomazowiecki;223;;;;
2447;Skroblaki;Gródek;powiat białostocki;21;;;;
2448;Skroda Mała;Stawiski;powiat kolneński;97;;;;
2449;Skroda Wielka;Grabowo;powiat kolneński;147;;;;
2450;Skrodzkie;Rajgród;powiat grajewski;108;;;;
2451;Skrybicze;Zabłudów;powiat białostocki;268;;;;
2452;Skrzypki Duże;Bielsk Podlaski;powiat bielski;40;;;;
2453;Skrzypki Małe;Bielsk Podlaski;powiat bielski;44;;;;
2454;Skupowo;Narewka;powiat hajnowski;169;;;;
2455;Skustele;Krasnopol;powiat sejneński;28;;;;
2456;Sławiec Dworski;Nowogród;powiat łomżyński;1;;;;
2457;Sławiec;Nowogród;powiat łomżyński;176;;;;
2458;Słoboda;Raczki;powiat suwalski;65;;;;
2459;Słobódka;Szypliszki;powiat suwalski;308;;;;
2460;Słochy Annopolskie;Siemiatycze;powiat siemiatycki;297;;;;
2461;Słoja;Szudziałowo;powiat sokólski;85;;;;
2462;Słojniki;Sokółka;powiat sokólski;167;;;;
2463;Słomianka;Jasionówka;powiat moniecki;217;;;;
2464;Słomianka;Sidra;powiat sokólski;62;;;;
2465;Słomianka;Tykocin;powiat białostocki;43;;;;
2466;Słójka-Borowszczyzna;Szudziałowo;powiat sokólski;35;;;;
2467;Słójka;Szudziałowo;powiat sokólski;49;;;;
2468;Słucz;Radziłów;powiat grajewski;352;;;;
2469;Słuczanka;Gródek;powiat białostocki;77;;;;
2470;Słupie;Bakałarzewo;powiat suwalski;51;;;;
2471;Smarklice;Drohiczyn;powiat siemiatycki;153;;;;
2472;Smogorówka Dolistowska;Goniądz;powiat moniecki;83;;;;
2473;Smogorówka Goniądzka;Goniądz;powiat moniecki;139;;;;
2474;Smolanka;Sokółka;powiat sokólski;90;;;;
2475;Smolany Dąb;Krasnopol;powiat sejneński;33;;;;
2476;Smolany;Puńsk;powiat sejneński;105;;;;
2477;Smolenka;Filipów;powiat suwalski;33;;;;
2478;Smolnica;Rutka-Tartak;powiat suwalski;20;;;;
2479;Smolniki;Rutka-Tartak;powiat suwalski;110;;;;
2480;Smolugi;Dziadkowice;powiat siemiatycki;153;;;;
2481;Smorczewo;Drohiczyn;powiat siemiatycki;46;;;;
2482;Sobiatyno;Milejczyce;powiat siemiatycki;83;;;;
2483;Sobieski;Mońki;powiat moniecki;100;;;;
2484;Sobolewo;Supraśl;powiat białostocki;1952;;;;
2485;Sobolewo;Klukowo;powiat wysokomazowiecki;105;;;;
2486;Sobolewo;Suwałki;powiat suwalski;304;;;;
2487;Sobótka;Bielsk Podlaski;powiat bielski;65;;;;
2488;Soce;Narew;powiat hajnowski;64;;;;
2489;Sochonie;Wasilków;powiat białostocki;866;;;;
2490;Sofipol;Gródek;powiat białostocki;77;;;;
2491;Sojczyn Borowy;Grajewo;powiat grajewski;245;;;;
2492;Sojczyn Grądowy;Grajewo;powiat grajewski;24;;;;
2493;Sojczynek;Grajewo;powiat grajewski;23;;;;
2494;Sokolany;Sokółka;powiat sokólski;218;;;;
2495;Sokole;Michałowo;powiat białostocki;183;;;;
2496;Sokolne;Nowinka;powiat augustowski;67;;;;
2497;Sokołda;Supraśl;powiat białostocki;73;;;;
2498;Sokołowo;Bakałarzewo;powiat suwalski;50;;;;
2499;Sokoły-Jaźwiny;Wysokie Mazowieckie;powiat wysokomazowiecki;45;;;;
2500;Sokoły;Sokoły;powiat wysokomazowiecki;1515;;;;
2501;Sokoły;Stawiski;powiat kolneński;172;;;;
2502;Sokoły;Szczuczyn;powiat grajewski;41;;;;
2503;Sokóle;Nurzec-Stacja;powiat siemiatycki;36;;;;
2504;Soliny;Wiżajny;powiat suwalski;52;;;;
2505;Solistówka;Bargłów Kościelny;powiat augustowski;192;;;;
2506;Solniczki;Juchnowiec Kościelny;powiat białostocki;513;;;;
2507;Solniki;Boćki;powiat bielski;62;;;;
2508;Solniki;Zabłudów;powiat białostocki;52;;;;
2509;Sołki;Rajgród;powiat grajewski;47;;;;
2510;Soroczy Mostek;Janów;powiat sokólski;31;;;;
2511;Sosnowe Bagno;Janów;powiat sokólski;27;;;;
2512;Sosnowiec;Miastkowo;powiat łomżyński;69;;;;
2513;Sosnowik;Szudziałowo;powiat sokólski;16;;;;
2514;Sosnowo;Sztabin;powiat augustowski;78;;;;
2515;Sośnia;Radziłów;powiat grajewski;8;;;;
2516;Sowlany;Supraśl;powiat białostocki;648;;;;
2517;Spiczki;Orla;powiat bielski;71;;;;
2518;Spieszyn;Brańsk;powiat bielski;94;;;;
2519;Srebrna;Szumowo;powiat zambrowski;645;;;;
2520;Srebrny Borek;Szumowo;powiat zambrowski;374;;;;
2521;Srebrowo;Wizna;powiat łomżyński;183;;;;
2522;Stabieńszczyzna;Krasnopol;powiat sejneński;99;;;;
2523;Stacewicze;Wyszki;powiat bielski;32;;;;
2524;Stadniki;Grodzisk;powiat siemiatycki;169;;;;
2525;Stanisławowo;Juchnowiec Kościelny;powiat białostocki;295;;;;
2526;Stanisławowo;Zbójna;powiat łomżyński;103;;;;
2527;Stankuny;Wiżajny;powiat suwalski;62;;;;
2528;Stanowisko;Giby;powiat sejneński;24;;;;
2529;Stara Chmielówka;Bakałarzewo;powiat suwalski;120;;;;
2530;Stara Dębszczyzna;Filipów;powiat suwalski;45;;;;
2531;Stara Grzybowszczyzna;Krynki;powiat sokólski;3;;;;
2532;Stara Jakać;Śniadowo;powiat łomżyński;113;;;;
2533;Stara Jastrząbka;Śniadowo;powiat łomżyński;53;;;;
2534;Stara Kamionka;Sokółka;powiat sokólski;530;;;;
2535;Stara Kamionka;Bakałarzewo;powiat suwalski;74;;;;
2536;Stara Kubra;Przytuły;powiat łomżyński;79;;;;
2537;Stara Litwa;Kulesze Kościelne;powiat wysokomazowiecki;68;;;;
2538;Stara Łomża nad Rzeką;Łomża;powiat łomżyński;374;;;;
2539;Stara Łomża przy Szosie;Łomża;powiat łomżyński;556;;;;
2540;Stara Łuplanka;Michałowo;powiat białostocki;31;;;;
2541;Stara Moczalnia;Sokółka;powiat sokólski;80;;;;
2542;Stara Pawłówka;Przerośl;powiat suwalski;126;;;;
2543;Stara Rozedranka;Sokółka;powiat sokólski;182;;;;
2544;Stara Ruś;Wysokie Mazowieckie;powiat wysokomazowiecki;91;;;;
2545;Stare Bagińskie;Wyszki;powiat bielski;1;;;;
2546;Stare Bajki;Trzcianne;powiat moniecki;169;;;;
2547;Stare Berezowo;Hajnówka;powiat hajnowski;250;;;;
2548;Stare Bożejewo;Wizna;powiat łomżyński;181;;;;
2549;Stare Chlebiotki;Zawady;powiat białostocki;43;;;;
2550;Stare Chojny;Łomża;powiat łomżyński;174;;;;
2551;Stare Duchny;Śniadowo;powiat łomżyński;100;;;;
2552;Stare Garbowo;Kobylin-Borzymy;powiat wysokomazowiecki;77;;;;
2553;Stare Gierałty;Szepietowo;powiat wysokomazowiecki;1;;;;
2554;Stare Grabowo;Zawady;powiat białostocki;60;;;;
2555;Stare Grodzkie;Kulesze Kościelne;powiat wysokomazowiecki;98;;;;
2556;Stare Guty;Grabowo;powiat kolneński;104;;;;
2557;Stare Jemielite;Śniadowo;powiat łomżyński;78;;;;
2558;Stare Kalinowo;Kulesze Kościelne;powiat wysokomazowiecki;88;;;;
2559;Stare Kiełcze;Kolno;powiat kolneński;117;;;;
2560;Stare Konopki;Śniadowo;powiat łomżyński;79;;;;
2561;Stare Kostry;Klukowo;powiat wysokomazowiecki;98;;;;
2562;Stare Krajewo;Zambrów;powiat zambrowski;88;;;;
2563;Stare Krzewo;Zawady;powiat białostocki;45;;;;
2564;Stare Kuchmy;Michałowo;powiat białostocki;1;;;;
2565;Stare Kupiski;Łomża;powiat łomżyński;1552;;;;
2566;Stare Leśne Bohatery;Lipsk;powiat augustowski;45;;;;
2567;Stare Masiewo;Narewka;powiat hajnowski;51;;;;
2568;Stare Moczydły;Perlejewo;powiat siemiatycki;37;;;;
2569;Stare Modzele;Łomża;powiat łomżyński;269;;;;
2570;Stare Motule;Filipów;powiat suwalski;124;;;;
2571;Stare Niziołki;Kulesze Kościelne;powiat wysokomazowiecki;61;;;;
2572;Stare Osipy;Wysokie Mazowieckie;powiat wysokomazowiecki;69;;;;
2573;Stare Racibory;Sokoły;powiat wysokomazowiecki;18;;;;
2574;Stare Rakowo;Mały Płock;powiat kolneński;113;;;;
2575;Stare Ratowo;Śniadowo;powiat łomżyński;268;;;;
2576;Stare Sierzputy;Łomża;powiat łomżyński;82;;;;
2577;Stare Sypnie;Grodzisk;powiat siemiatycki;151;;;;
2578;Stare Szabły;Śniadowo;powiat łomżyński;125;;;;
2579;Stare Truskolasy;Sokoły;powiat wysokomazowiecki;43;;;;
2580;Stare Trzciano;Szudziałowo;powiat sokólski;1;;;;
2581;Stare Warele;Klukowo;powiat wysokomazowiecki;95;;;;
2582;Stare Wądołki;Zambrów;powiat zambrowski;95;;;;
2583;Stare Wnory;Kobylin-Borzymy;powiat wysokomazowiecki;165;;;;
2584;Stare Wykno;Kulesze Kościelne;powiat wysokomazowiecki;195;;;;
2585;Stare Zakrzewo;Zambrów;powiat zambrowski;92;;;;
2586;Stare Zalesie;Klukowo;powiat wysokomazowiecki;54;;;;
2587;Stare Zalesie;Rutki;powiat zambrowski;50;;;;
2588;Stare Zambrzyce;Rutki;powiat zambrowski;53;;;;
2589;Stare Żochy;Nowe Piekuty;powiat wysokomazowiecki;78;;;;
2590;Starowieś;Boćki;powiat bielski;118;;;;
2591;Starowlany;Kuźnica;powiat sokólski;109;;;;
2592;Starowola;Jaświły;powiat moniecki;53;;;;
2593;Starożyńce;Lipsk;powiat augustowski;81;;;;
2594;Stary Cydzyn;Piątnica;powiat łomżyński;140;;;;
